userName,score,at,content
Bella Ayu Amalia,3,2025-03-03 08:01:34,"Aplikasi oke bgt memudahkan belanja d Alfa n cek cek promo. Cumaaan tidak mendapat hadiah untuk referral teman sdh belanja diatas 100 dgn alasan persediaan terbatas, cashback menyambungkan dengan shopeepay jg tidak masuk. PHP aja promonya."
Murna Wati1997,1,2025-03-03 07:10:19,"Sekarang pengiriman nya lama banget padahal maksimal pengiriman 1 jam tapi udah 3 jam ngga Dateng Dateng, tidak bisa menghubungin pihak manapun padahal dulu sering beli, besok besok ga akan beli disini lagi karena makin lama pengiriman nya"
Dadan Ramdani,1,2025-03-03 07:03:50,"Lebih di perhatikan lagi untuk struk pembelanjaan di alfagift,bnyak yg ga sesuai dengan fisiknya.. Dan sekarang ambil uang tunai di alfa kena biaya Rp 4000"
RehanGGS,4,2025-03-03 04:10:28,"Kak tolong tambahkan fitur ubah nomer hp, karena nomer hp yang buat login akun alfagift ku udah hangus kak, jadi aku mau ubah nomer hp yang ada di alfagift tapi fitur nya masih belum ada/tidak bisa di ubah"
Rikaj,1,2025-03-02 11:18:41,"Katanya pengiriman 1 jam, tapi udah 2 jam belum tiba juga. Tidak ada konfirmasi keterlambatan juga. Jadi waktu terbuang sia². Pas minta dibatalin kata admin tokonya pengembalian dana 7 hari. Aje gile, pelayanan lu yg jelek, kita juga yg rugi. Mana semua produk tebus murah selalu habis. Apalagi tu yang Rp.1 belanja lebih dari 200K gak pernah dapet tebus murah. Kalo aja Indomaret Deket dari rumah, gw pilih Indomaret aja."
arvian Hafid,1,2025-03-02 08:40:42,"Kenapa metode pembayaran COD di aplikasi saya jadi ndak ada ya? Padahal sudah pilih Delivery. Pilihan Transfer Bank lain pun juga ndak ada sekarang,semuanya jadi virtual account."
Akhmad Ghani,1,2025-03-02 05:18:46,"2 tahun yang lalu gua komen , di cabang Alfamart tempat gua banyak yg kosong di aplikasi , eh sekarang tebus murah nya stok nya kosong juga , agak laen berasa promo goib 🤣🤣🤣"
windaagustina putri,1,2025-03-02 03:43:49,"Pengiriman tidak sesuai dengan waktu yg kita pilih, dipilih 1 jam setelah pembayaran malah sudah lewat 3 jam baru di kirim ,itu pun malah di bohongin dibilang udah didepan, 1 jam nunggu gak ada hilalnya. Tiap saat mesen di aplikasi di giniin terus . Bikin darah tinggi tiap kali order."
Jan Louisa Putrinda,2,2025-03-02 02:14:25,"Notif pesanan dan chat tidak muncul, fitur chat whatsapp di hilangkan. Mempersulit komunikasi antara kurir dan penerima."
herman sejuk,1,2025-03-01 11:05:38,"aplikasi gak guna,,,! hanya formalitas saya, pas login gak bisa masuk,,! Points belanja cuma pemanis biar customer tertarik balik lagi, marketing ruksak"
Dwi Yahya,1,2025-03-01 09:42:30,"Sejak migrasi ke Aplikasi malah mempersulit pemakaian poin alfagift. Mau masuk akun aja gak bisa. Nomor gak terdaftar, handphone mencurigakan, dll."
Yusthia Indriyani,1,2025-03-01 08:42:14,Gimana sih pelayanan nya..di keterangan satu jam sampai .tapi ini udh sampe 2jam lebih belm sampai juga tapi di aplikasi keterangan sudah sampai tapi barang blm juga saya terima..kapok saya jadinya belanja pake alfagift
Endang Nenohaifeto,1,2025-03-01 06:26:17,Apanih. Ga bisa chat CS d appsnya. Mau pengaduan untuk batalin orderan yang ngga d kirim2 sampe lewat batas waktu pengiriman
Farikha Nur,2,2025-03-01 03:01:14,"Ini aplikasi nya kenapa? Knpa ga muncul gambar? Kirain data internet lemot atau hp nya kepenuhan data, trnyta buka pake hp lain sama aja..udah coba cekout tp di pembayaran selalu gabisa..udah seminggu lebih blm ada perubahan"
tov1c hidata,3,2025-02-28 21:08:38,"Mau nanya nih, fungsi Member itu apa sih? Gua setiap belanja di tanyain ada member gak, gua jawab ada. Gua masukin nomor member nya dan udah di sebut atas nama siapa member itu., tapi pas sampe rumah liat di Apk ini, transaksi terakhir bulan Januari 2025, terus selama periode Februari gua belanja, masukin nomor member sampe muncul nama di layar kasir, selama ini kemana? Gak di masukin? Atau hanya formalitas doank terus di hapus? Ga jelas nih kasir² nakal, harusnya dpt bnyk poin gua mah.."
Jessica Meliana,1,2025-02-28 17:02:17,"tlng dong d sampaikan kepada manajemen untuk alfamart yg ada d Sumatera selatan khusus ny d palembang. saya psen alfagift dri jam stngh 7 mlm, tp smpai jam 12 mlm blm d kirim"", pdhl pilih yg pengiriman maks 1 jam. d chat jg gak d respon sm skli. setidak ny klo gak bisa d anter krna toko ramai atau lain"", d kabarin dong, jngn buat org nunggu sesuatu yg tak pasti kek gini, udh 2 kali psen alfagift slalu gak tepat waktu, ngaret hmpr 2 sampai 3 jam'an, d chat slalu gk respon! tlong d perbaiki!!!"
MR. DENI,1,2025-02-28 16:52:23,"Kak tolong fix aplikasi alfagift nya, kalo buat di android 15 Qpr1 gak bisa dibuka .padahal yg versi 4.34 aman2 aja..yg 35 keatas gak bisa buat android 15"
Nevrfouz Zero,3,2025-02-28 09:07:06,aplikasinya sudah bagus cuma saran donk untuk fitur top up e-wallet diberi menu top up dengan nominal yg bisa diketik sendiri. itu uda g ada menunya trus dikasih pilihan namun nominal pilihan nya kecil bngt.
yuliantii,5,2025-02-28 05:23:03,"Gercep banget pelayanan nya ramah apalagi pesen barang, ga nunggu lama jadi lebih nyaman pake apk kalo belanja mana gada ongkir trus banyak promo juga the best banget alfamart😍😍👍 pertahankan yaa!"
Titik Puji Lestari,5,2025-02-28 03:57:47,"Seneng banget belanja di alfagift, banyak promo menarik ditambah voucher jadi makin hemat. Apalagi bisa diantar kerumah, ga ribet lagi kalo mau belanja😊😊"
Liez Official,1,2025-02-28 03:36:49,"Sudah 2x dbuat kecewa sama karyawannya, yg pertama pesan barang tapi yg datang malah tidak sesuai yg dipesan, dan malah ada barang yg tidak ikut pesanan. Yg kedua lagi-lagi pesanan tidak lengkap ada yg kurang, dan smpai esok pagi harinya dijanji akan diantarkan tpi smpai sekarang belum ada konfirmasi baik dari pihak karyawannya. Bukan soal harga tapi ini soal amanah. Karna kita adalah seorang pembeli"
Eddy Surya,1,2025-02-28 03:33:34,"Aplikasi payah. Tidak dapat komplain untuk layanan. Pesanan seenaknya kirim padahal sudah di jadwal. dan juga ada pesanan y blm di kirim tapi sudah di selesaikan dan status terkirim. Tapi kirimnya seenaknya ga tepat waktu. Dan kita tidak bisa hubungi siapa2 untuk komplain pada pesanan. Harus terima nasib barangnya kalo ga sampe, rusak atau kurang."
Catur Rekno Siswati,2,2025-02-28 02:15:39,"Huhuhu kesel banget, kecewa juga karena mau nambahin alamat ga bisa, udah ku uninstall apknya, udah mastiin juga sinyalnya bagus tapi tetep aja pas mau nambah alamat malah loading mulu bingung sebetulnya apknya yg lagi ada masalah apa gimana sih 🙂"
Yuna,3,2025-02-27 23:33:21,buat apa ada alfagift kalo gak mau ngirim ke alamat. padahal udah langganan loh tiap bulan. tapi tetiba dicancel sama tokonya katanya ada kendala. bulan depannya sy tanya lg gk bisa ngirim juga. mana gak bisa milih toko. ini masih wilayah Jabodetabek aja gak kejangkau astaga. padahal bulan bulan lalu oke oke aja. bye bye deh klo gini mulu
A.M 15,1,2025-02-27 15:05:11,Pengiriman ga sesuai yg di pesan ! Admin nya juga di chat ga ngerespon !! Baru download dan pesan pertama .. Sangat mengecewakan buat pengalaman pertama saya belanja dsni secara online !!!!
PUTRA JAWA,5,2025-02-27 13:42:55,Saya harap kepada manajemen pihak Alfamart baik pusat ataupun daerah tolong apabila ada seseorang yang melakukan pembayaran di tempat harap sama pelayanannya dengan bayar langsung masa iya saat bayar ditempat lebih lama daripada bayar langsung...
Dewi Mocca,3,2025-02-27 11:41:47,Sekarang alfagift makin lelet ya kalo soal stamp ama starnya...udah seminggu lebih ngga ada satupun yg masuk ...udah hbs undian nya ngga masuk juga
nanaauyu,1,2025-02-27 11:21:27,udh nunggu lebih dari 1 jam dari pemesanan tapi pesanan ga saya terima. keterangan di apk sudah diterima tapi driver chat klo masih dalam pengiriman. sudah 1 jam saya tunggu ga ada kabar dari driver
Latifah,1,2025-02-27 05:51:05,"Setelah Update ga muncul gambar, kirain jaringannya ternyata engga. Padahal diandelin ketika kepepet kudu sat set"
Hajir Muhammad Nur,1,2025-02-27 05:16:09,1. Aplikasinya error terus 2. Terus pengiriman lama! Saya pilih yang pengiriman 1 jam sampai 3 jam pesanan saya ngak datang² 3. CSnya tidak bisa memberikan solusi terkait pesanan saya yg terlambat!
Akmal Rismawan,1,2025-02-27 02:03:24,CS nya lemot saya topup ewallet pembayaran sudah selesai dan status pesanan sudah selesai tapi saldo nya gak masuk masuk...padahal no sudah benar dan muncul nama tpi gak msuk masuk saldo nya
endank wahyu,1,2025-02-26 23:49:22,"tolong aplikasinya diperbaiki, mau belanja lemot banget, gambarnya produknya ngak muncul, pas coba mau bayar loadingnya lama jadinya nggak bisa. udah ku hapus download lagi tetap sama saja"
Riska Lastari,2,2025-02-26 15:15:44,"Udah 2x salah rumah, saya beli barang stok gudang, kalau mau dtg konfirmasi by WA dong, dan klo pengiriman dibawah jam 8, kurir shopee aja ga pernah antar diatas jam 8, parah deh deliverynya."
Dewi Astuti,2,2025-02-26 10:27:36,"Udah 2minggu ini mau co tp selalu ggal pas maw pembayarn, kiraen hp sy sj,setelah sy bca2 komentr trnytaa ada yg ngalamin jg, td pagi saya iseng co bisa ,tp tetep gak ada gambar produky,pdhal apk ini sgt membantu sekali,sdh sy uninstal,sy out ttep gak ada gambar produky, pdhl bulan rmadhan biasa bnyk promo tp gk bisa liat gambar ,sngat d sygkn..."
14. Ika Purnama Dewi,3,2025-02-26 09:53:28,Diupdate malah ga muncul gambar produknya. Tolonglaahh diperbaiki lg. Mau belanja jd males kalo gada gambarnya
Gis Alwianti,5,2025-02-26 04:41:20,"Pelayanannya cepat dan pegawainya ramah ramah. Semua barang tersedia kumplit. Dan metode pembayarannya, item item promo nya pun sangat mudah dimengerti dan memuaskan. Terbaik"
Rafa Rizki,3,2025-02-25 23:54:11,terulang Lagi. sudah berkali kali. alamat dan MAP jelas. selalu sampai nya Ke alamat Member. bagaimana Saya Mau Kirim Pesanan saya kerumah Teman.. ortu dan saudara... kalau pas order pakai beda alamat kurir nya Kurang Teliti baca Alamat peneriman. mau Kirim ke RT 4 RW 4. malah sampai ke Alamat RT 3 RW.3 . apa Kurir tidak bisa Baca Map penerimana pada ApK?
Ivan Arrasyid,1,2025-02-25 18:07:43,"Aplikasi tidak jelas . Cuma loading doang lama . Giliran selesai loading , malah eror . Chat customer service dibalas nya dengan robot . Sekelas Alfamart bikin aplikasi kaya gini."
Ahmad Riskon,3,2025-02-25 08:05:21,"pertahankan saya suka dengan aplikasinya tetapi tolong untuk karyawan terutama kasir agar disiplikan lagi, karena kadang saya menemui beberapa kasir yang tidak memberikan struk belanja padahal *TIDAK* menggunakan member alfagift"
Suryo Prabowo,4,2025-02-25 07:09:47,"Aplikasinya tidak menampilkan gambar produk, setelah di update, padahal sebelumnya ada tampilan produk. Sudah uninstall dan install lagi tetap seperti itu. Tolong bagaimana solusinya."
Petualang,1,2025-02-25 03:24:29,"Di upgrade masih banyak bug,tampilan produk gada picture,padahal jaringan bagus tetep aja ga muncul"
Arun Arfah,1,2025-02-25 03:01:05,"Aplikasi OK dan Lancar.. tp berbagi pengalaman belanja di alfagift.. sebaiknya pembayaran pakai COD, krn kurir cepat anternya gk sampai 30mnit. Tp kalau pembayaran tf bank atau Dana, pengalaman sya 5 jam baru dianter bahkan pernah dibatalin sama kurirnya dan uang baru balik setelah 1 bulan. Kurir Alfamart PANGLIMAPOLIM."
Odelia123 R,1,2025-02-24 13:19:10,"bintang 1 dulu deh. saya pelanggan yg rutin order by alfagift, jujur kecewa banget udah 4 hari ini aplnya bug, gabisa buat payment dan order. udah nyoba logout bahkan install ulang aplbya tpi tetep sama aja. tolong dong dibenahi, udh versi terbaru kok malah downgrade."
Andras Risty,3,2025-02-24 12:29:58,"untuk team alfagift daerah Cilacap tolong lah pengiriman nya di maksimalkan, masa di aplikasi status pesanan sudah di terima tapi barang belum ada sampai mau 2 jam, kata kurir pesanan sudah di terima sama anak kecil, giliran tanya sama temen saya yang kerja di situ katanya belum di antar, kadang ada barang yang kurang dan atau tertinggal!!!"
Cah yadi,1,2025-02-24 11:04:01,"Gimana ini.sudah banyak update yg terbaru masih saja tidak bisa dibuka.masih mental² tiap buka aplikasi.mending masuk beranda,tp ini baru dibuka mental keluar.setelah saya update jd android 15.secepatnya diperbaiki cari solusinya karena saya sering menggunakan tiap belanja di alfamart"
Sariwanto Aripin,2,2025-02-24 08:33:24,Mau belanja aja ribet padahal diambil sendiri. Pesan setengah 4 sore. Jadwal ambil jam 6 sampe 8 malam. Ujung nya batal . .. ribet. Vouchernya juga ribet banyak syarat ini itu ini itu....
PUTRI OLIVIA,5,2025-02-24 08:06:21,"puas bgt blnja menggunakan alfagift karena bnyk promo, pengiriman cepat, belanja pun ga hanya dapat promo dpat ongkirnya gratis juga, dimana lagi kalau ga di alfagift🥳🥳"
aulia santoso,1,2025-02-24 06:17:43,"Habis di update, sinyal penuh, tapi gak ada gambar produknya. Jadi malas mau belanja Sampai ku uninstall lalu install lg tetap sama saja"
Roisyah Nur Fitriana,2,2025-02-24 01:59:39,Mau checkout . Pembayaran loading lama bgt .. coba lihat di menu pesanan ttepa loading lamaaa.udh coba instal ulang ttep sama .. Malah gak jd beli
Rafli Wwngkng,5,2025-02-24 01:13:48,"Alfagift memudahkan customer untuk berbelanja lewat via online tanpa harus ribet ke toko. Dan alfagift juga selalu menyediakan promo-promo yang tentunya menguntungkan customer itu sendiri. Selain itu alfagift juga selalu menyediakan event ataupun berhadiah umroh dan sepeda motor juga bagi pelanggan setia alfagift. Pokoknya alfagift adalah aplikasi modern untuk mempermudah kehidupan kita sehari-hari. Jadi, Jangan lupa buat member alfagift yah..."
Rika Aprilliana,2,2025-02-23 23:49:02,"Saya suka belanja di alfagift, tp udah 4 hari ini ada kendala selalu gabisa masuk ke menu pembayaran, mutermuter terus dan berakhir gagal, sudah di logout, install ulang jg tetep gabisa, tolong diperbaiki apanya yg salah, kr sy tanya anak toko nya pun ga paham"
zhfrn 958,1,2025-02-23 12:06:40,"Aplikasi setelah di update tidak berfungsi, gambar produk semua tidak ada, saat pembayaran mutar mutar tidak terselesaikan kembali ke beranda. Sudah lapor ke alfacare tidak ada progres nya."
Srivita Saleh,5,2025-02-23 11:19:26,"Happy banget belanja di alfagift karena bnyak promo dan pengiriman cepat ,gratis ongkir lagii . mantapp 👍"
RENALDI HULALATA,5,2025-02-23 10:45:22,Pengiriman cepat Barang lengkap Banyak promo Gratis ongkir Dan mudah untuk di gunakan
Fatra Tolinggi,5,2025-02-23 10:26:14,"Aplikasi terbaik,banyak fungsinya,ada member bisa cek promo dan bisa pesan online.. pengiriman cepat dan aman"
Supriatno Prio,1,2025-02-23 07:40:33,"Aplikasi yg g berguna, karena sering g ditanya sama kasir membersipnya saat pembayaran. Bilangnya lupa padahal g dianggap penting. Masa saya harus selalu bilang sy member alfagifr mba.harusnnta di tulis di layar kasir ""jangan lupa tanyakan apakah ada membernya? """
vintia adam,5,2025-02-23 07:31:11,"Aplikasi terbaik,banyak fungsinya. ada member bisa cek promo, bisa pesan online,pengiriman cepat dan ramah"
Edo Panji Tetuko,1,2025-02-23 07:14:10,"Aplikasi rusak, udah gak muncul gambar, lemot, pengiriman pesanan lama. Pas mau chekout tp waktu pembayaran malah gak bisa, muncul tulisan gangguan disuruh kembali ke beranda! Pas udh di beranda, barang yg di keranjang malah ilang! Hadehh... aplikasi rusak!"
Stefi Hamsah,5,2025-02-23 07:11:41,"Banyak promo menarik,gratis ongkir, proses check out muda,dan pengirimannya cepat"
Lingga Badra Purwana,5,2025-02-23 06:38:07,"Kok tiba2 berhenti di ""pilih metode pembayaran ya"" udah 2 hari ini... Gagal terus sampe situ. Cobanya udah berkali2 per hari"
Wiby Insomnia,1,2025-02-23 06:26:41,"Woyy alfa, kalian itu kan ada metode pembayaran COD di setiap pesan barang di Alfagift, tapi kenapa kurir kalian engga di sediakan uang puluhan & ribuan untuk modal kembalian ? Kenapa woyyy masa di setiap pesen barang dgn metode pembayaran COD selalu konsumen yg di susahkan harus cari uang yang pas dgn harga barang yg di beli, percuma di aplikasi kalian ada metode pembayaran COD dong, udah gitu di aplikasi kalian juga di tanya pecahan nominal uang yg akan di bayar ? Perbaiki lah 👎"
Umi Salamah,1,2025-02-23 06:11:05,Kenapa responnya lemot.. Udah capek² milih barang giliran pembayaran susah banget😡 dan ini bukan cuma sekali. Niat gak sih buat jualan
etik nurcholis,2,2025-02-23 05:23:00,"aplikasi saya tidak bisa digunakan, waktu pesan hanya stuck di pembayaran aja tidak bisa masuk lagi untuk memilik pembayaran akhirnya sering batal pesanan karena pembayaran tidak bisa masuk."
REGINA HIPPY,5,2025-02-23 04:20:18,"Banyak promo menarik, gratis ongkir. dan cashback yang bikin lebih hemat. Proses checkout mudah, dan pengirimannya cepat. Cocok banget buat yang suka belanja praktis tanpa antrian di kasir"
Wahyudin Humadilo,5,2025-02-23 03:57:41,"Aplikasi yg sngt membantu di era modernisasi dan digitalis ini, sangat cocok bagi anak kos atau org yg super sibuk tpi pengen beli kebutuhan rumah. Alfagift the best🔥"
Farel H. Ahmad,5,2025-02-23 03:29:41,"Aplikasi Alfagift sangat membantu! Fitur belanja online-nya mudah digunakan, banyak promo menarik, dan pengiriman cepat. Sangat praktis untuk belanja tanpa harus keluar rumah. Terima kasih, Alfagift!"
Beny Zee,1,2025-02-23 02:44:55,"Ribet saat mendaftar/ registrasi di apk ini, & data yg saya masukkan sering gagal atau dianggap TDK valid/ sesuai....konyol gak tuh, padahal itu data yg sama yg ada mulai di google, e-wallet & beberapa aplikasi fintech serta apk lainnya. Akhirnya saya dibantu oleh para staff Alfa dengan lewat WhatsApp aja...saya lihat apk buatan lokal msh banyak yg bermasalah saat masuk &registrasi seperti apk Alfagift, kayaknya nge-develope asal2an yg penting ada 👎👎👎😛🤪😜😝"
SRI MARIYANI,1,2025-02-22 14:07:55,"Aplikasinya ga semudah dulu. Banyak update malah ribet. Mau delivery aja sering ga sampe karna kurirnya ga bs nelpok ke penerima. Dulu saya langsung di WA tanpa komunikasi di aplikasinya. Trus juga notes dialamat ga masuk di kurir, jd antara titik sm notes nya ga bs ditemukan sm kurirnya. Update bukannya membaik malah bikin sulit."
Nuha Nuhik,1,2025-02-22 11:50:30,"Karena di rumah tidak ada motor dan suami kerja, air di rumah habis. Aku coba pesan lewat aplikasi Alfa. Tapi kurir tidak mau antar, malah chat ""ibu saya batalkan saja ya"" kirain ada aplikasi Alfa mempermudah saat kesulitan ternyata nggak ada bedanya"
Ates .R. lubis,5,2025-02-22 10:40:37,"Mantap banget, aplikasi sangat sangat membantu Mau di luar kota pun bisa pesan kirim ke alamat yg di tuju. Sukses terus min Saya pengguna alfa dari saya SMP Sampai kerja pun sering banget pas plg mampir ke alfamart dan alfamidi yg ada buah segar nya Pas sdh tinggal di luar kota, masih bisa andalkan lewat alfagift untuk kirim² ke orgtua Pelayanan nya ramah, cepat, gratis ongkir, lengkap"
Sam Risat,4,2025-02-22 05:59:19,"Kak knp aplikasinya jadi sulit untuk lakukan pembayaran ya, selalu gagal dlm proses pembayaran dan banyak produk yg tdk tampil gambarnya, mohon diperbaiki"
Fi Na,1,2025-02-22 04:59:35,"Parah banget setelah d update mlh g bisa buat belanja. Gmbar byk yg g muncul, udh co tp g bisa pas pembayaran mlh gagal trs. Uda d update, uda d uninstall, uda login d hp lain, smpe buat akun baru jg ttep sama aja g bisa pas pembayaran."
Khodijah Yusuf Zakaria,5,2025-02-22 04:41:13,"Bener² puas dengan layanan alfagift, banyak promo beneran worth it sih buat anak kos kayak akuu beli tinggal klik banyak promo"
Rena Sita,1,2025-02-22 04:24:21,"Maaf saya kasih bintang 1,, Krn alfagift saya sudah 2 Minggu ini setiap mau klik pembayaran selalu error hanya loading trs gagal trs,, setiap mau pesan pasti jadi tidak bisa dan selalu gagal,, gambar juga tidak muncul,, saya DM dan kirim email lewat alfacare jg tidak diberi solusi ,, bagaimana ini,, tolong diperbaiki lagi sistemnya 🙏🙏"
Eri,5,2025-02-22 01:39:36,"Mempermudah bngt bagi aku yg males keluar rumah,dan diskon ny pun lebih murah.yg oenting bisa cod juga,cocok pokonya buat aku yg mau belanja tapi gamau kluar rumah dan ga punya atm karena ada fitur cod max pembelian 50k.semoga makin banayk diskon nya"
Zainul Abidin,1,2025-02-21 16:32:13,Tolong untuk IT nya di perbaiki lagi aplikasinya karena sudah beberapa bulan aplikasinya di buka mental atau tidak bisa masuk.
Hierda Roesita,2,2025-02-21 13:36:03,"Bagus sih, tapi lama kirimnya. Udh pilih sejam sejak pembayaran tp prosesnya lama pol. Nggak tahu karena apa, pdhl belinya jg bukan barang yang sulit gitu."
Sarmilah Iis,5,2025-02-21 13:35:26,"suka bgt pakai alfagift, karna kalo lagi males keluar rumah tinggal pesen online aja, udah gitu banyak voucher cashbacknya lagii! bintang triliun pokoknya🌟🌟🌟🌟🌟"
Siti Fatimah,5,2025-02-21 12:17:29,"Andalan banget buat emak2 mager macam saya.. udah free ongkir, pengantaran cepat, kurir ramah, belanja banyak barang sampai jutaan ga ada yg kurang satupun. Aplikasinya user friendly, ga pernah eror, pembayaran gampang, poinnya bisa buat belanja, sering diskon gede bisa lebih murah dr marketplace pinter2 aja mantengin harga2nya. Tetap pertahankan yaa alfa.. dan improve menjadi lebih baik lagi.."
Yusuf Maulana,2,2025-02-21 11:05:05,"Alfagift kenapa yo...,udah 5 hari ini eror di aplikasi gambar di setiap produk kok tiba2 tidak ada cuma hitam putih saja ,ketika mau cek out pembayaran juga tidak bisa,,tolong dong segera di perbaiki....😭😭😭"
Adam Muzakir,5,2025-02-21 10:30:33,"Pokoknya rekomendasi banget buat kaum mageran ga perlu ke toko Alfamart,langsung pilih barang ke inginan mu dari rmh udah langsung bisa di anter pokoknya the best apk nya"
Heri Susanto,1,2025-02-21 10:19:23,"Delivery lambat, tidak biaa pilih deliv dari toko mana.... Apalagi Customer service alfagiftnya....kita komplen di followup nya sebulan kemudian.... Parah benerrr Makin kesini makin ga asik fiturnya... Diliverynya tidak ngabarin lewat whatsap kaya dulu, jadi ribet kitanya, kasian juga mas mas deliverynya.. Trus fitur COD diatas 50.000... Ribet. Ga bisa beli galon doang.. Ga asik , ga kaya dulu. Makin lama makin ga asik buat customer"
Febri Hariyati Adinda,5,2025-02-21 04:30:39,"Aplikasinya mudah digunakan, meskipun masih ada beberapa bug yang terpenting pesanan saya sampai tujuan. Alfagift sangat membantu untuk anak rantau sepertiku yang ingin kirim-kirim camilan ke orang tua ❤️"
Infinix Smart9,1,2025-02-21 03:58:24,"Masa kurir nya gak bisa tlp atw hbgi org yg pesan klo sdh di depan rmh,masa lgsg pergi gitu aja di anggap tidak ada di tempat Gmn sih,gmn tindak lanjut nya,...saya belanja toko sebelah bisa kurir nya tlp atw wa gk lgsg pergi gitu aja"
Yusdika Agustrianto,1,2025-02-21 02:25:21,Tolong segera diperbaiki aplikasinya tidak bisa jalan (force close) di google pixel 6 pro. Karena waktu sebelum diupdate aman-aman saja aplikasinya.
Ida Pratiwi,5,2025-02-20 15:25:26,"Aplikasi yg sangat mmbntu di era modernisasi Sangat cocok buat saya anak kosan yg mager keluar buat beli keperluan atau kebutuhan sehari""👍"
rivaldy triansyah,5,2025-02-20 15:20:03,"Saya sangat puas dengan aplikasi Alfagift. Aplikasi ini memudahkan saya berbelanja kebutuhan sehari-hari dengan cepat dan praktis. Pengirimannya juga selalu tepat waktu, ditambah banyak promo menarik yang bikin belanja lebih hemat. Barang yang saya terima selalu dalam kondisi baik dan asli. Aplikasinya mudah digunakan, jadi sangat membantu saya menghemat waktu. Terima kasih, Alfagift."
Fingkan Anwari,5,2025-02-20 14:22:20,"Aplikasi yang mudah di akses,banyak promo,barang lengkap dan pastinya mager kalian bisa scroll dan pilih terus langsung di antar di depan rumah apa lagi pas musim hujan,sangat recommended👍"
Fikri Aditya,5,2025-02-20 14:21:04,"Aplikasi nya keren dan membuat para kaum rebahan tidak usah repot repot keluar rumah cukup, pesan orderan lewat alfagift pesanan cepat sampai rumah, terimakasih alfagift"
Tri Kurnia Lestari,5,2025-02-20 14:04:40,"gk usah ribet bawa kartu ponta nya ,,dengan aplikasi alfagift ini saya bisa slalu aptudetz point nya,,,dan bisa belanja jga lewat alfagift ,,bnyak keutungannya ,, pokok ne is the best ,,makasih alfamart👍👍💪 mantap"
Nalila Setya Nova,5,2025-02-20 13:08:43,"aplikasi yang membantu banget untuk belanja online di alfamart ditambah gratis ongkir setiap pengiriman,dan poin yang kekumpul juga bisa digunakan untuk belanja,mantap deh!!"
deden jamaludin,5,2025-02-20 12:37:10,"Aplikasi yang sangat bermanfaat untuk kebutuhan belanja harian. Bisa update promo, belanja online kalo lagi mager, tau lokasi toko terdekat dengan fasilitasnya (ATM, Wifi, dll), pengumpulan point, dapat voucher dan lebih banyak lagi #semuapastidapat#belanjajadimudah"
Ajeng Dwi cahyani,5,2025-02-20 12:20:10,"Aplikasi sangat bermanfaat,bisa cek harga dulu sebelum belanja,barang bisa di antar maupun ambil di toko langsung,banyak promo,pembayaran sangat mudah."
Anjas Agustian,5,2025-02-20 10:58:03,"Aplikasi yang memudahkan belanja dari rumah. Tinggal pencet"" aja pengirimannya juga cepat dan tepat waktu. Kurirnya ramah semua"
Ruli Aprizal,5,2025-02-20 10:19:55,"Takut keluar rumah, belanja aja pake alfagift lebih gampang simpel dan praktis bisa juga di anter ke rumah, alfagift mantap"
Irpan Efendi,5,2025-02-20 08:57:15,"Aplikasinya sangat memuaskan, sangat membantu, dan tentunya belanja lebih mudah di alfagift bisa di anter kedepan pintu. Pokonya banyak deh keuntungannya ...."
Haris wijaya,5,2025-02-20 08:46:15,Aplikasinya bagus banget memudahkan untuk berbelanja banyak diskonnya bisa liat harga promo ter update trus bisa belanja dari rumah di antar sampai depan pintuuuuu terimakasih Alfamart semenjak ada alfagift beban kehidupanku sangat berkurang ❤️❤️❤️❤️
Sa Ki,5,2025-02-20 08:36:19,sangat terbantu sih dengan adanya alfagift ini.. semua barang yang aku cari ada. gaperlu jalan ke alfamart karna ada opsi belanja diantar sampai rumah. diantarnya juga cepet.. cocok buat kaum rebahan kek aku :D. Hi aku kembali lagi ditahun 2025. Dan alfagift masih menjadi tempat belabja fav aku ♥️
Rias Intan,1,2025-02-20 07:47:54,Aplikasi yang katanya mempermudah tpi rumit. Bayar susah mau log in susah. Kalo ada minus 100 bintang kukasih minus 100
Aldi Hermawan,5,2025-02-20 05:40:05,"Aplikasi yang sangat bermanfaat untuk belanja kebutuhan harian, bisa cek update promo menarik serta voucher belanja dan juga bisa cek lokasi toko terdekat dari tempat kita."
Sri Wahyuni,5,2025-02-20 05:15:12,"Aplikasi yang sangat membantu untuk berbelanja sehari hari tanpa harus pergi keluar rumah. Banyak promo, lebih hemat, dan bisa delivery tanpa dikenakan biaya ongkir."
Vani Fitriani,5,2025-02-20 05:12:19,"sangat berfanmaat karena bisa melihat harga dan bahkan kita bisa memesan langsung lewat aplikasinya, harganya juga murah dan cocok banget untuk semua kalangan 😍😍😍 pokoknya recommended bgt dehhh"
Fitri Suryani,5,2025-02-20 05:00:08,"belanja di Alfagift banyak promonya, selain itu bisa kirim produk yang kita beli dengan gratis ongkir dan cepat pengirimannya, aplikasi ini memudahkan untuk kaum yang mager keluar rumah untuk berbelanja, terima kasih Alfagift."
Raya Cipayung2,5,2025-02-20 04:57:15,"Aplikasi pesanan online belanja tanpa ongkir, belanja mie satu juga bisa diantarin cupa cup juga bisa gratis pokonya ,,ubur ubur ikan lele.."
